install|test_install|tests/00_setup/test_01_setup.py::test_install|PASSED|0.002882|
GEN|test_GEN_001_get_version|tests/00_setup/test_02_config.py::test_GEN_001_get_version|PASSED|0.000948|
GEN|test_GEN_002_log_info|tests/00_setup/test_03_logging.py::test_GEN_002_log_info|PASSED|0.000876|
GEN|test_GEN_003_log_warn|tests/00_setup/test_03_logging.py::test_GEN_003_log_warn|PASSED|0.001731|
GEN|test_GEN_004_log_critical|tests/00_setup/test_03_logging.py::test_GEN_004_log_critical|PASSED|0.001481|
SQL|test_SQL_000_db_TABLES_exists|tests/01.1_db_sql/test_db_schema_sqlmodel.py::test_SQL_000_db_TABLES_exists|PASSED|0.008484|
SQL|test_SQL_001_db_column_type|tests/01.1_db_sql/test_db_schema_sqlmodel.py::test_SQL_001_db_column_type|PASSED|0.007784|
SQL|test_SQL_002_message_has_2_fks|tests/01.1_db_sql/test_db_schema_sqlmodel.py::test_SQL_002_message_has_2_fks|PASSED|0.006808|
SQL|test_SQL_003_id_not_nullable|tests/01.1_db_sql/test_db_schema_sqlmodel.py::test_SQL_003_id_not_nullable|PASSED|0.001027|
SQL|test_SQL_004_id_is_primary_key|tests/01.1_db_sql/test_db_schema_sqlmodel.py::test_SQL_004_id_is_primary_key|PASSED|0.001071|
SQL|test_SQL_005_db_unique|tests/01.1_db_sql/test_db_schema_sqlmodel.py::test_SQL_005_db_unique|PASSED|0.0009|
SQL|test_SQL_006_db_check_constraint|tests/01.1_db_sql/test_db_schema_sqlmodel.py::test_SQL_006_db_check_constraint|X-FAILED PASSED|0.001401|xfail
ORM|test_ORM_120_base_model_user_structure_table_exists|tests/01.2_db_orm/test_base.py::test_ORM_120_base_model_user_structure_table_exists|PASSED|0.000911|
ORM|test_ORM_121_base_model_topic_structure_table_exists|tests/01.2_db_orm/test_base.py::test_ORM_121_base_model_topic_structure_table_exists|PASSED|0.000874|
ORM|test_ORM_122_base_model_structure_column_data_types[User-name-CharField]|tests/01.2_db_orm/test_base.py::test_ORM_122_base_model_structure_column_data_types[User-name-CharField]|PASSED|0.001117|parametrize
ORM|test_ORM_122_base_model_structure_column_data_types[User-email-EmailField]|tests/01.2_db_orm/test_base.py::test_ORM_122_base_model_structure_column_data_types[User-email-EmailField]|PASSED|0.001226|parametrize
